Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
157.71,0.30,-0.18,9.15,47.83,95.0,22.0,18.33,38.23,10.74,27.82
157.75,0.37,-0.83,9.17,47.83,95.0,22.0,18.68,37.96,9.49,18.73
157.79,0.44,-1.10,9.18,47.83,95.0,22.0,19.15,38.50,-4.33,3.15
157.83,0.27,-1.34,9.29,47.83,95.0,22.0,18.56,37.96,-16.89,-4.64
157.87,0.48,-2.35,9.38,47.83,95.0,22.0,18.56,37.96,-23.17,-24.12
157.91,0.43,-1.24,9.30,47.83,95.0,22.0,18.68,37.96,-39.49,-38.41
157.95,0.30,-1.95,9.43,47.83,95.0,22.0,18.45,38.50,-44.52,-46.20
157.99,0.46,-1.54,9.33,47.83,95.0,22.0,18.56,38.23,-55.82,-56.59
158.03,0.35,-0.99,9.29,47.83,95.0,22.0,18.45,38.23,-62.10,-63.09
158.07,0.42,-1.85,9.32,47.83,95.0,22.0,18.45,38.23,-62.10,-70.88
158.11,0.43,-0.92,9.22,47.83,95.0,22.0,18.68,37.43,-59.59,-73.47
158.15,0.24,-0.52,9.22,47.83,95.0,22.0,18.56,38.50,-54.56,-76.07
158.19,0.37,-0.42,9.17,47.83,95.0,22.0,18.56,38.50,-44.52,-70.88
158.23,0.36,0.31,9.03,47.83,95.0,22.0,18.80,38.23,-30.70,-66.98
158.27,0.33,0.37,9.02,47.83,95.0,22.0,18.56,38.23,-23.17,-60.49
158.31,0.32,1.06,9.05,47.83,95.0,22.0,18.80,38.23,-10.61,-41.01
158.35,0.17,2.25,8.94,47.83,95.0,22.0,18.45,38.50,-3.07,-38.41
158.39,0.19,2.82,8.92,47.83,95.0,22.0,18.56,38.23,13.26,-13.73
158.43,0.25,3.70,8.92,47.83,95.0,22.0,18.92,37.69,19.54,-11.14
158.47,0.17,4.00,8.91,47.83,95.0,22.0,18.45,37.96,22.05,10.94
158.51,0.23,4.80,8.88,47.83,95.0,22.0,18.80,37.96,29.58,29.12
158.55,-0.07,5.67,8.96,47.83,95.0,22.0,18.45,37.96,32.09,38.21
158.59,0.08,4.97,9.04,47.83,95.0,22.0,18.45,37.96,33.35,53.80
158.63,0.37,4.76,8.89,47.83,95.0,22.0,18.80,38.23,37.12,56.39
158.67,0.00,4.62,8.95,47.83,95.0,22.0,18.56,37.96,35.86,62.89
158.71,0.19,4.50,8.93,47.83,95.0,22.0,17.97,37.96,34.61,64.19
158.75,0.17,3.96,8.95,47.83,95.0,22.0,18.68,37.96,34.61,64.19
158.79,0.20,2.58,8.93,47.83,95.0,22.0,18.68,39.33,33.35,61.59
158.83,0.32,2.23,8.90,47.83,95.0,22.0,19.51,37.96,30.84,57.69
158.87,0.21,1.91,8.92,47.83,95.0,22.0,18.80,37.96,28.33,52.50
158.91,0.26,1.31,9.02,47.83,95.0,22.0,18.68,38.23,22.05,42.11
158.95,0.37,0.15,9.06,47.83,95.0,22.0,18.68,37.96,17.02,35.62
158.99,0.39,-0.81,9.17,47.83,95.0,22.0,18.68,37.96,5.72,21.33
159.03,0.28,-0.57,9.16,47.83,95.0,22.0,18.56,37.96,-0.56,10.94
159.07,0.37,-1.77,9.33,47.83,95.0,22.0,18.56,37.96,-11.86,-3.35
159.11,0.49,-1.63,9.29,47.83,95.0,22.0,18.68,37.96,-26.93,-21.53
159.15,0.31,-1.80,9.36,47.83,95.0,22.0,18.92,37.96,-33.21,-30.62
159.19,0.41,-2.37,9.47,47.83,95.0,22.0,18.45,37.96,-44.52,-46.20
159.23,0.43,-1.00,9.30,47.83,95.0,22.0,18.80,38.23,-50.80,-51.40
159.27,0.32,-1.57,9.35,47.83,95.0,22.0,19.04,38.23,-58.33,-61.79
159.31,0.51,-1.54,9.33,47.83,95.0,22.0,19.74,38.23,-64.61,-70.88
159.35,0.30,-1.09,9.27,47.83,95.0,22.0,18.80,38.23,-63.35,-73.47
159.39,0.35,-1.08,9.25,47.83,95.0,22.0,18.56,38.23,-55.82,-74.77
159.43,0.38,0.05,9.14,47.83,95.0,22.0,18.56,38.23,-49.54,-73.47
159.47,0.24,0.04,9.13,47.83,95.0,22.0,19.97,38.23,-36.98,-68.28
159.51,0.43,-0.20,9.09,47.83,95.0,22.0,18.68,38.23,-29.45,-60.49
159.55,0.35,0.78,8.99,47.83,95.0,22.0,18.80,37.69,-15.63,-52.70
159.59,0.16,1.98,8.99,47.83,95.0,22.0,18.68,38.23,-3.07,-38.41
159.63,0.31,2.60,8.98,47.83,95.0,22.0,18.56,38.23,4.46,-26.72
159.67,0.10,3.48,8.90,47.83,95.0,22.0,18.56,38.23,18.28,-12.44
159.71,0.24,3.64,8.84,47.83,95.0,22.0,16.77,38.23,30.84,9.64
159.75,0.11,4.67,9.00,47.83,95.0,22.0,18.68,36.90,28.33,20.03
159.79,0.01,5.42,8.88,47.83,95.0,22.0,18.56,38.23,37.12,35.62
159.83,0.26,5.20,8.84,47.83,95.0,22.0,18.92,35.40,33.35,43.41
159.87,0.17,5.05,8.89,47.83,95.0,22.0,18.56,37.96,35.86,56.39
159.91,0.09,4.28,9.08,47.83,95.0,22.0,18.68,37.96,34.61,64.19
159.95,0.21,4.74,8.93,47.83,95.0,22.0,18.56,38.23,34.61,66.78
159.99,0.08,4.07,8.96,47.83,95.0,22.0,18.56,38.23,34.61,64.19
160.03,0.25,3.12,8.93,47.83,95.0,22.0,18.56,37.96,33.35,62.89
160.07,0.22,2.54,8.87,47.83,95.0,22.0,18.21,38.23,30.84,60.29
160.11,0.18,2.04,8.81,47.83,95.0,22.0,18.68,38.23,27.07,52.50
160.15,0.28,1.67,8.91,47.83,95.0,22.0,18.80,37.96,20.79,48.60
160.19,0.37,0.43,9.02,47.83,95.0,22.0,18.56,37.96,13.26,36.91
160.23,0.31,-0.46,9.11,47.83,95.0,22.0,18.68,38.23,9.49,27.82
160.27,0.32,-1.02,9.15,47.83,95.0,22.0,18.45,37.96,-1.82,12.24
160.31,0.48,-1.98,9.33,47.83,95.0,22.0,18.80,38.23,-4.33,-3.35
160.35,0.33,-0.85,9.30,47.83,95.0,22.0,18.56,37.96,-19.40,-12.44
160.39,0.36,-2.40,9.34,47.83,95.0,22.0,18.56,37.96,-24.42,-28.02
160.43,0.53,-1.67,9.26,47.83,95.0,22.0,18.68,37.96,-38.24,-35.81
160.47,0.32,-1.29,9.31,47.83,95.0,22.0,18.68,37.69,-50.80,-50.10
160.51,0.39,-1.89,9.40,47.83,95.0,22.0,18.56,37.96,-53.31,-60.49
160.55,0.40,-1.00,9.23,47.83,95.0,22.0,18.56,38.50,-62.10,-69.58
160.59,0.30,-1.38,9.31,47.83,95.0,22.0,18.56,37.96,-60.84,-72.18
160.63,0.48,-1.27,9.26,47.83,95.0,22.0,18.68,40.49,-60.84,-74.77
160.67,0.27,-0.16,9.16,47.83,95.0,22.0,18.45,37.96,-48.28,-74.77
160.71,0.30,-0.25,9.13,47.83,95.0,22.0,18.80,37.96,-43.26,-73.47
160.75,0.39,0.15,9.15,47.83,95.0,22.0,18.68,37.96,-30.70,-73.47
160.79,0.29,0.48,9.08,47.83,95.0,22.0,18.56,37.96,-25.68,-73.47
160.83,0.28,1.22,8.94,47.83,95.0,22.0,18.80,37.69,-10.61,-44.90
160.87,0.26,2.44,8.91,47.83,95.0,22.0,18.56,37.96,3.21,-29.32
160.91,0.08,3.15,8.90,47.83,95.0,22.0,18.68,38.23,8.23,-11.14
160.95,0.28,3.33,8.90,47.83,95.0,22.0,18.56,38.23,20.79,0.55
160.99,0.11,4.64,8.79,47.83,95.0,22.0,18.56,38.23,30.84,21.33
161.03,0.21,4.93,8.92,47.83,95.0,22.0,18.80,38.23,32.09,30.42
161.07,0.13,5.38,9.00,47.83,95.0,22.0,18.45,38.23,35.86,43.41
